Bioguide,screen_name,campaign,platform,platform_id,followers,tweets
W000824,rep_watkins,0,twitter,1080307235350241280,2859.0,396.0
O000173,ilhan,0,twitter,1082334352711790593,372332.0,1047.0
C001055,repedcase,0,twitter,1081350574589833221,2365.0,275.0
H001089,senhawleypress,0,twitter,1080960924687704064,4088.0,560.0
V000133,congressmanjvd,0,twitter,1083469084648505344,2337.0,300.0
B000013,bachusal06,0,twitter,78431501,8316.0,532.0
B001259,brucebraley,1,twitter,29293808,13515.0,6242.0
C000560,tomcoburn,0,twitter,750683096643624964,,
G000566,tgowdysc,0,twitter,237348797,1046307.0,1929.0
H001051,reprichardhanna,0,twitter,236899846,11885.0,3292.0
H001043,paulhodes,0,twitter,15183303,1786.0,485.0
H001016,kaybaileyhutch,0,twitter,133439172,23415.0,5403.0
M000725,askgeorge,0,twitter,7356562,11754.0,2515.0
B001280,repkerryb,0,twitter,966442267,3528.0,1125.0
C001045,andercrenshaw,0,twitter,20209807,10263.0,1158.0
E000291,repreneeellmers,0,twitter,213634439,17101.0,7195.0
H001050,rephanabusa,0,twitter,235373000,12480.0,2625.0
L000550,senlandrieu,0,twitter,413466731,16492.0,1283.0
M000485,repmikemcintyre,0,twitter,3539455334,,
M001189,replukemesser,0,twitter,2170620228,,
R000435,roslehtinen,0,twitter,14275291,139313.0,31589.0
U000038,markudall,0,twitter,8128442,30164.0,3937.0
L000263,repsandylevin,0,twitter,25781141,25890.0,3254.0
J000290,replynnjenkins,0,twitter,,,
F000456,repfleming,0,twitter,84620376,12652.0,1638.0
C000567,senthadcochran,0,twitter,555474658,70622.0,2075.0
B000911,repcorrinebrown,0,twitter,744981960641122304,,
P000594,reperikpaulsen,0,twitter,1117788375883354113,,
L000584,repmialove,0,twitter,,,
D000625,repdandonovan,0,twitter,3353670647,6511.0,2054.0
K000387,steveknight25,0,twitter,2974648323,6525.0,1202.0
L000554,replobiondo,0,twitter,,,
T000477,repscotttaylor,0,twitter,,,
M001179,reptommarino,0,twitter,579624328,,
C001071,senbobcorker,0,twitter,73303753,398961.0,4270.0
A000367,justinamash,0,twitter,233842454,349853.0,16221.0
B001243,votemarsha,1,twitter,63150856,37933.0,5935.0
B001277,dickblumenthal,1,twitter,102477372,4833.0,243.0
C001086,chipcravaack,1,twitter,97803194,1481.0,859.0
D000609,driehausforoh,1,twitter,163570193,39.0,6.0
G000566,gowdy4congress,1,twitter,4807137388,9944.0,20.0
H001046,teamheinrich,1,twitter,183062944,4183.0,3332.0
K000362,kingforcongress,1,twitter,194729373,622.0,972.0
M001163,matsui4congress,1,twitter,169331127,1268.0,882.0
M001149,mikehmichaud,1,twitter,19918558,9419.0,759.0
R000307,patroberts,1,twitter,586730005,4473.0,1514.0
R000486,lraforcongress,1,twitter,878301212025782272,37.0,25.0
R000577,timryan,1,twitter,466532637,26593.0,4715.0
S001182,bobbyschilling,1,twitter,45982458,723.0,252.0
S001144,cshays,1,twitter,14872863,2457.0,1253.0
S001165,albiosiresnj,1,twitter,544553624,357.0,49.0
W000798,timwalberg,1,twitter,146099856,1184.0,1088.0
W000795,congjoewilson,1,twitter,15116570,20477.0,2222.0
Y000033,donyoungak,1,twitter,2559398984,1201.0,400.0
B001280,kerryb4congress,1,twitter,634904655,528.0,179.0
C000266,stevechabot,1,twitter,23775782,2317.0,179.0
C001061,vote4cleaver,1,twitter,801478506,696.0,1076.0
C001053,coleforcongress,1,twitter,57438769,74.0,327.0
C000754,coopforcongress,1,twitter,600470774,1757.0,767.0
E000291,ellmers_renee,1,twitter,754402449973182465,262.0,5368.0
F000062,diannefeinstein,1,twitter,378631423,7351.0,543.0
F000450,foxxforcongress,1,twitter,61608485,1902.0,831.0
G000572,petegallego,1,twitter,69066533,6118.0,3574.0
H001050,colleenhanabusa,1,twitter,28479007,5059.0,3159.0
H001032,rushholt,1,twitter,111379452,9178.0,938.0
K000210,petekingcpg,1,twitter,1630397408,281.0,122.0
L000550,marylandrieu,1,twitter,944917346,5144.0,2984.0
L000559,langevinforri,1,twitter,155654527,1006.0,2130.0
M000485,mikemcintyrenc,1,twitter,49693594,634.0,338.0
M000639,bobmenendeznj,1,twitter,407039290,14965.0,3319.0
M001169,chrismurphyct,1,twitter,150078976,925905.0,21581.0
P000096,pascrellfornj,1,twitter,515736574,644.0,235.0
P000449,robportman,1,twitter,2612307559,20277.0,6733.0
R000435,roslehtinencamp,1,twitter,5511752,4373.0,4455.0
R000599,dr_raulruiz,1,twitter,409522947,2448.0,179.0
T000463,miketurneroh,1,twitter,380498919,848.0,423.0
U000038,markudall2014,1,twitter,1287334873,2009.0,942.0
W000804,reelectwittman,1,twitter,46184745,1111.0,734.0
R000409,danarohrabacher,1,twitter,19139963,38936.0,13088.0
C001047,capitoforwv,1,twitter,158890005,5444.0,1430.0
V000130,juanvargas4ca,1,twitter,1036705065745010688,36.0,18.0
L000263,levin4congress,1,twitter,705472141,607.0,102.0
F000462,loisfrankel,1,twitter,349296252,2065.0,881.0
M000087,carolynbmaloney,1,twitter,119250381,18660.0,2925.0
L000174,patrickleahy,1,twitter,4917423588,1132.0,253.0
J000290,lynnforcongress,1,twitter,,,
H000324,alcee4congress,1,twitter,2348492935,214.0,326.0
K000188,kindforcongress,1,twitter,156045092,3726.0,2262.0
C001090,cartwrightpa,1,twitter,472315803,1413.0,852.0
S001198,dansullivan2020,1,twitter,2891132388,,
F000456,flemmingforla,1,twitter,,,
F000456,flemming4congress,1,twitter,,,
M001196,sethmoulton,1,twitter,248495200,146635.0,10830.0
R000602,kathleenrice,1,twitter,82423741,5325.0,1190.0
C000567,thadforms,1,twitter,2285422184,3581.0,1435.0
B000911,corrinebrowncon,1,twitter,3939631775,142.0,106.0
N000002,jerrynadler,1,twitter,408816873,13226.0,1070.0
P000594,paulsen4mn3,1,twitter,,,
P000594,erik_paulsen,1,twitter,89001820,2853.0,1273.0
G000577,garretgraves,1,twitter,587100576,3935.0,1082.0
D000610,teddeutch,1,twitter,65541270,10011.0,1147.0
S001193,ericswalwell,1,twitter,377609596,104538.0,6444.0
L000584,miablove,1,twitter,343171266,109181.0,2349.0
R000585,tomreedcongress,1,twitter,63073834,2737.0,1927.0
F000463,debfischerne,1,twitter,323490669,4821.0,880.0
B000944,sherrodbrown,1,twitter,24768753,68350.0,6047.0
A000360,lamaralexander,1,twitter,21669223,3404.0,765.0
H001075,kamalaharris,1,twitter,30354991,2988437.0,11541.0
G000386,grassleyworks,1,twitter,118740781,1422.0,924.0
C001103,buddy_carter,1,twitter,295712099,5283.0,2583.0
S001195,jasonsmithmo,1,twitter,26653478,11836.0,4068.0
O000171,tomohalleran,1,twitter,2573587962,9875.0,360.0
K000387,teamknight25,1,twitter,1043914380478361600,100.0,114.0
K000380,dankildee,1,twitter,18674498,4877.0,1436.0
L000554,lobiondo2016,1,twitter,,,
T000477,scotttaylorva,1,twitter,42337890,17091.0,8897.0
S001168,johnsarbanes,1,twitter,259364314,3430.0,690.0
S001180,voteschrader,1,twitter,2696825456,465.0,57.0
P000607,markpocan,1,twitter,309070309,13033.0,2311.0
M001201,paulmitchell4us,1,twitter,2432472228,397.0,56.0
H001056,jaimeforusrep,1,twitter,97963837,2180.0,288.0
L000589,debbielesko,1,twitter,34715823,11169.0,5921.0
C001106,ryanacostello,1,twitter,,,
G000359,lindseygrahamsc,1,twitter,432895323,978266.0,9784.0
C001071,corkerfortn,1,twitter,,,
M001156,mchenrycampaign,1,twitter,481437062,737.0,850.0
M001203,malinowski,1,twitter,811239440916054016,27972.0,1937.0
C001035,sensusancollins,1,twitter,13529632,1105.0,335.0
S001205,marygayscanlon,1,twitter,961312723035394048,7346.0,1427.0
C001080,judychucampaign,1,twitter,793208286,476.0,130.0
B001301,jackbergman_mi1,1,twitter,751799352755052544,1042.0,249.0
S001175,jackiespeier,1,twitter,521731529,6729.0,1208.0
B000755,bradyfortexas,1,twitter,570005456,2089.0,1535.0
M001187,teammeadows,1,twitter,368948092,5868.0,1553.0
S001203,tinasmithmn,1,twitter,47724293,72527.0,4995.0
F000468,lizzie4congress,1,twitter,857009033882083329,13503.0,1378.0
S001214,gregsteube,1,twitter,21924842,5919.0,727.0
A000367,teamamash,1,twitter,3359712531,1202.0,315.0
L000593,mikelevinca,1,twitter,14573926,110519.0,8585.0
K000388,kellyforms01,1,twitter,3090076743,323.0,124.0
K000383,angusformaine,1,twitter,516114909,294.0,405.0
S001181,jeanneshaheen,1,twitter,14125897,15713.0,1591.0
Z000017,leezeldin,1,twitter,15874918,13436.0,5696.0
W000812,annlwagner,1,twitter,219010139,4658.0,1640.0
S001213,bryansteilforwi,1,twitter,986423555025002497,1708.0,725.0
E000296,dwightevanspa,1,twitter,4069841354,2229.0,4437.0
P000604,donaldpaynejr,1,twitter,571909015,366.0,35.0
S001217,scottforflorida,1,twitter,306389855,103105.0,4863.0
Y000064,toddyoungin,1,twitter,59969802,8647.0,5930.0
H001038,higgins4wny,1,twitter,57334424,823.0,542.0
V000126,georgevoinovich ,0,twitter,,,
D000388,senchrisdodd,0,twitter,16317406,16830.0,923.0
S000709,senarlenspecter,0,twitter,20078009,8747.0,580.0
S000465,ikeskelton,0,twitter,103922067,1805.0,415.0
K000008,paulkanjorski,0,twitter,155724750,614.0,11.0
A000014,neilabercrombie,0,twitter,10326832,12993.0,7135.0
M001162,melmartinez,0,twitter,19083619,6133.0,42.0
M001178,chrismurphyct,1,twitter,150078976,925905.0,21581.0
O000006,jimoberstar,0,twitter,21690931,4237.0,430.0
B001266,rolandwburris,0,twitter,52397612,688.0,50.0
K000113,repjoekennedy,0,twitter,1055907624,802211.0,5996.0
K000105,sentedkennedy,0,twitter,56109256,252.0,54.0
K000372,repmaryjokilroy ,0,twitter,,,
M001174,repmikemcmahon,0,twitter,49639096,1595.0,256.0
P000583,repronpaul,0,twitter,76966145,152907.0,507.0
T000326,edolphustowns,0,twitter,242808657,61.0,2.0
H000712,timholdenpa17,0,twitter,137887099,378.0,26.0
M001154,repbradmiller,0,twitter,234002627,2209.0,387.0
F000339,barneyfrank,0,twitter,1614054846,22422.0,226.0
A000069,senatorakaka,0,twitter,308721230,3094.0,387.0
M001155,repconniemack,0,twitter,70756980,4431.0,932.0
C001050,repcardoza,0,twitter,107545479,2507.0,170.0
H001062,repkathyhochul,0,twitter,317226055,3140.0,847.0
A000358,reptoddakin,0,twitter,2504632310,0.0,1.0
B000220,repcharlesbass,0,twitter,235289157,2746.0,1590.0
S001155,usrepsullivan,0,twitter,21329888,6770.0,616.0
D000603,repgeoffdavis,0,twitter,239561508,2253.0,2405.0
B000652,leonardboswell,0,twitter,19891734,4046.0,185.0
K000336,repkucinich,0,twitter,85322445,7188.0,607.0
S000822,repcliffstearns,0,twitter,20088666,4793.0,650.0
A000366,repsandyadams,0,twitter,221447516,3575.0,303.0
R000590,reprivera ,0,twitter,,,
A000022,repgaryackerman,0,twitter,92102359,2287.0,281.0
B001234,repjoebaca,0,twitter,40277246,4225.0,622.0
C001082,quicocanseco,0,twitter,2447531750,225.0,53.0
H000206,senatorharkin,0,twitter,115733549,21184.0,2578.0
M001139,repgarymiller,0,twitter,155642785,4544.0,288.0
M001142,repjimmatheson,0,twitter,46016028,7409.0,1175.0
S001186,rep_southerland,0,twitter,237781383,7779.0,672.0
B001242,timbishopny,0,twitter,153919023,5503.0,1492.0
W000672,repwolfpress,0,twitter,237418907,4789.0,350.0
N000187,repmcleod,0,twitter,1027156464,2951.0,415.0
B001265,senatorbegich,0,twitter,83901492,18264.0,2715.0
G000573,repjoegarcia,0,twitter,937801969,2500.0,2226.0
B001279,repronbarber,0,twitter,612117635,3815.0,1911.0
E000292,repbillenyart,0,twitter,1068470480,2155.0,386.0
C000560,repjonrunyan,0,twitter,309267226,5799.0,742.0
R000011,repnickrahall,0,twitter,2329092852,1002.0,294.0
L000123,franklautenberg,0,twitter,135297032,10297.0,1805.0
C001099,senmocowan,0,twitter,1151590614,2504.0,249.0
R000572,repmikerogers,0,twitter,156703580,18848.0,4027.0
R000361,senrockefeller,0,twitter,707596397076475904,,
W000818,senwalshoffice,0,twitter,2362692631,1117.0,180.0
H000636,usrephinojosa,0,twitter,,,
M000404,repjimmcdermott,0,twitter,132201224,14419.0,1886.0
R000589,repscottrigell,0,twitter,221793778,14252.0,4631.0
F000458,repfinchertn08,0,twitter,249219716,9251.0,2960.0
K000360,senatorkirk,0,twitter,211588974,52348.0,6581.0
S001188,repstutzman,0,twitter,211901075,7595.0,1080.0
D000613,repdold,0,twitter,245408102,5728.0,3530.0
M001150,candicemiller,0,twitter,15281676,11011.0,875.0
C000542,sendancoats,0,twitter,212262370,38666.0,5116.0
W000413,repedwhitfield,0,twitter,234906311,8921.0,1066.0
T000473,repmarktakai,0,twitter,2975350155,2965.0,710.0
C001102,repcurtclawson,0,twitter,2730150631,2719.0,1185.0
E000290,repdonnaedwards,0,twitter,82649553,26898.0,6374.0
G000570,repfrankguinta,0,twitter,236960387,4523.0,2171.0
L000571,cynthialummis,0,twitter,22831059,13626.0,1580.0
M000702,senatorbarb,0,twitter,132278386,,
B000711,senatorboxer,0,twitter,15442036,118667.0,2229.0
V000127,davidvitter,0,twitter,19028248,30003.0,8376.0
B001271,congressmandan,0,twitter,242761889,8639.0,567.0
G000564,repchrisgibson,0,twitter,234937222,10590.0,1686.0
F000457,senfranken,0,twitter,171968009,453263.0,3992.0
B001283,repjbridenstine,0,twitter,1092757885,21273.0,1431.0
C000714,repjohnconyers,0,twitter,138770045,45925.0,3384.0
B001273,repdianeblack ,0,twitter,,,
C001105,repcomstock,0,twitter,2933760046,16232.0,3781.0
B000213,repjoebarton,0,twitter,19929362,26502.0,2082.0
W000799,reptimwalz,0,twitter,1262814457,27073.0,3813.0
D000620,repjohndelaney,0,twitter,937723303,19334.0,5553.0
Y000066,repdavidyoung,0,twitter,314205957,13246.0,4770.0
C001077,repmikecoffman,0,twitter,19407835,41221.0,3675.0
D000607,sendonnelly,0,twitter,216503958,108116.0,6140.0
H001059,rephultgren ,0,twitter,,,
P000611,reppoliquin,0,twitter,2932617195,9306.0,1603.0
H001036,rephensarling,0,twitter,18566912,24811.0,1075.0
T000478,reptenney,0,twitter,797201048490430465,5656.0,1695.0
M001181,patmeehanpa,0,twitter,103868633,2030.0,477.0
M001193,reptommacarthur ,0,twitter,,,
N000032,senbillnelson,0,twitter,20597460,340881.0,1573.0
N000127,usrepricknolan,0,twitter,1055685948,12387.0,2915.0
O000170,repbetoorourke,0,twitter,1134292500,253858.0,4129.0
S001154,rep_shuster,0,twitter,898703219991425024,2.0,8.0
R000586,repjimrenacci,0,twitter,236916916,32327.0,4481.0
K000352,senjonkyl,0,twitter,24905240,12564.0,146.0
S001202,senatorstrange,0,twitter,829794295355940866,4582.0,484.0
K000390,repkihuen,0,twitter,816282029276938240,10640.0,3266.0
V000129,repdavidvaladao,0,twitter,1128514404,18720.0,1071.0
G000580,reptomgarrett ,0,twitter,,,
G000289,repgoodlatte,0,twitter,37920978,135773.0,6252.0
S000051,repsanfordsc,0,twitter,1499993378,12541.0,2478.0
F000464,repjohnfaso,0,twitter,815931811348017152,7142.0,986.0
R000592,toddrokita,0,twitter,17544524,21112.0,6225.0
R000604,reprussell,0,twitter,2966758114,10099.0,649.0
H000338,senorinhatch,0,twitter,,,
S000480,louiseslaughter,0,twitter,63169388,23538.0,3411.0
M001210,repgregmurphy,0,twitter,1173978070535024642,13718.0,264.0
B001311,repdanbishop,0,twitter,1176522535531360257,1251.0,299.0
J000255,repwalterjones,0,twitter,26778110,23140.0,2767.0
C001049,lacyclaymo1,0,twitter,584912320,11465.0,23976.0
L000594,senatorloeffler,0,twitter,1200451909406121984,37284.0,505.0
C001108,jamescomer,0,twitter,838462994,14292.0,5935.0
K000395,repfredkeller,0,twitter,1136060761422405633,8455.0,1081.0
K000371,frank,0,twitter,14409825,,
L000304,bilbrayca50,0,twitter,55235265,,
R000170,silvestrereyes,0,twitter,115111016,,
G000544,tx20charlieg,0,twitter,245516606,,
O000169,billowensny,0,twitter,227088228,,
H000067,ralphhallpress,0,twitter,1154894353,,
J000177,reptimjohnson,0,twitter,250710495,,
M000309,repmccarthyny,0,twitter,150724371,,
H001070,rephardy,0,twitter,2964222544,,
D000533,repjohnduncanjr,0,twitter,1883356866,,
L000567,replancenj7,0,twitter,613725908,,
S001170,repsheaporter,0,twitter,126171100,,
P000258,collinpeterson,0,twitter,115676070,5147.0,199.0
